barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
Anc80BC_843,843,0,1,1,0,1,0,0,1,0,1,1
Anc80BC_844,844,0,1,1,0,1,0,0,1,1,0,0
Anc80BC_845,845,0,1,1,0,1,0,0,1,1,0,1
Anc80BC_846,846,0,1,1,0,1,0,0,1,1,1,0
Anc80BC_847,847,0,1,1,0,1,0,0,1,1,1,1
Anc80BC_848,848,0,1,1,0,1,0,1,0,0,0,0
Anc80BC_849,849,0,1,1,0,1,0,1,0,0,0,1
Anc80BC_850,850,0,1,1,0,1,0,1,0,0,1,0
Anc80BC_851,851,0,1,1,0,1,0,1,0,0,1,1
Anc80BC_852,852,0,1,1,0,1,0,1,0,1,0,0
Anc80BC_853,853,0,1,1,0,1,0,1,0,1,0,1
Anc80BC_854,854,0,1,1,0,1,0,1,0,1,1,0
Anc80BC_855,855,0,1,1,0,1,0,1,0,1,1,1
Anc80BC_856,856,0,1,1,0,1,0,1,1,0,0,0
Anc80BC_857,857,0,1,1,0,1,0,1,1,0,0,1
Anc80BC_858,858,0,1,1,0,1,0,1,1,0,1,0
Anc80BC_859,859,0,1,1,0,1,0,1,1,0,1,1
Anc80BC_860,860,0,1,1,0,1,0,1,1,1,0,0
Anc80BC_861,861,0,1,1,0,1,0,1,1,1,0,1
Anc80BC_862,862,0,1,1,0,1,0,1,1,1,1,0
Anc80BC_863,863,0,1,1,0,1,0,1,1,1,1,1
Anc80BC_864,864,0,1,1,0,1,1,0,0,0,0,0
Anc80BC_865,865,0,1,1,0,1,1,0,0,0,0,1
Anc80BC_866,866,0,1,1,0,1,1,0,0,0,1,0
Anc80BC_867,867,0,1,1,0,1,1,0,0,0,1,1
Anc80BC_868,868,0,1,1,0,1,1,0,0,1,0,0
Anc80BC_869,869,0,1,1,0,1,1,0,0,1,0,1
Anc80BC_870,870,0,1,1,0,1,1,0,0,1,1,0
Anc80BC_871,871,0,1,1,0,1,1,0,0,1,1,1
Anc80BC_872,872,0,1,1,0,1,1,0,1,0,0,0
Anc80BC_873,873,0,1,1,0,1,1,0,1,0,0,1
Anc80BC_874,874,0,1,1,0,1,1,0,1,0,1,0
Anc80BC_875,875,0,1,1,0,1,1,0,1,0,1,1
Anc80BC_876,876,0,1,1,0,1,1,0,1,1,0,0
Anc80BC_877,877,0,1,1,0,1,1,0,1,1,0,1
Anc80BC_878,878,0,1,1,0,1,1,0,1,1,1,0
Anc80BC_879,879,0,1,1,0,1,1,0,1,1,1,1
Anc80BC_880,880,0,1,1,0,1,1,1,0,0,0,0
Anc80BC_881,881,0,1,1,0,1,1,1,0,0,0,1
Anc80BC_882,882,0,1,1,0,1,1,1,0,0,1,0
Anc80BC_883,883,0,1,1,0,1,1,1,0,0,1,1
Anc80BC_884,884,0,1,1,0,1,1,1,0,1,0,0
Anc80BC_885,885,0,1,1,0,1,1,1,0,1,0,1
Anc80BC_886,886,0,1,1,0,1,1,1,0,1,1,0
Anc80BC_887,887,0,1,1,0,1,1,1,0,1,1,1
Anc80BC_888,888,0,1,1,0,1,1,1,1,0,0,0
Anc80BC_889,889,0,1,1,0,1,1,1,1,0,0,1
Anc80BC_890,890,0,1,1,0,1,1,1,1,0,1,0
Anc80BC_891,891,0,1,1,0,1,1,1,1,0,1,1
Anc80BC_892,892,0,1,1,0,1,1,1,1,1,0,0
Anc80BC_893,893,0,1,1,0,1,1,1,1,1,0,1
Anc80BC_894,894,0,1,1,0,1,1,1,1,1,1,0
Anc80BC_895,895,0,1,1,0,1,1,1,1,1,1,1
Anc80BC_896,896,0,1,1,1,0,0,0,0,0,0,0
Anc80BC_897,897,0,1,1,1,0,0,0,0,0,0,1
Anc80BC_898,898,0,1,1,1,0,0,0,0,0,1,0
Anc80BC_899,899,0,1,1,1,0,0,0,0,0,1,1
Anc80BC_900,900,0,1,1,1,0,0,0,0,1,0,0
Anc80BC_901,901,0,1,1,1,0,0,0,0,1,0,1
Anc80BC_902,902,0,1,1,1,0,0,0,0,1,1,0
Anc80BC_903,903,0,1,1,1,0,0,0,0,1,1,1
Anc80BC_904,904,0,1,1,1,0,0,0,1,0,0,0
Anc80BC_905,905,0,1,1,1,0,0,0,1,0,0,1
Anc80BC_906,906,0,1,1,1,0,0,0,1,0,1,0
Anc80BC_907,907,0,1,1,1,0,0,0,1,0,1,1
Anc80BC_908,908,0,1,1,1,0,0,0,1,1,0,0
Anc80BC_909,909,0,1,1,1,0,0,0,1,1,0,1
Anc80BC_910,910,0,1,1,1,0,0,0,1,1,1,0
Anc80BC_911,911,0,1,1,1,0,0,0,1,1,1,1
Anc80BC_912,912,0,1,1,1,0,0,1,0,0,0,0
Anc80BC_913,913,0,1,1,1,0,0,1,0,0,0,1
Anc80BC_914,914,0,1,1,1,0,0,1,0,0,1,0
Anc80BC_915,915,0,1,1,1,0,0,1,0,0,1,1
Anc80BC_916,916,0,1,1,1,0,0,1,0,1,0,0
Anc80BC_917,917,0,1,1,1,0,0,1,0,1,0,1
Anc80BC_918,918,0,1,1,1,0,0,1,0,1,1,0
Anc80BC_919,919,0,1,1,1,0,0,1,0,1,1,1
Anc80BC_920,920,0,1,1,1,0,0,1,1,0,0,0
Anc80BC_921,921,0,1,1,1,0,0,1,1,0,0,1
Anc80BC_922,922,0,1,1,1,0,0,1,1,0,1,0
Anc80BC_923,923,0,1,1,1,0,0,1,1,0,1,1
Anc80BC_924,924,0,1,1,1,0,0,1,1,1,0,0
Anc80BC_925,925,0,1,1,1,0,0,1,1,1,0,1
Anc80BC_926,926,0,1,1,1,0,0,1,1,1,1,0
Anc80BC_927,927,0,1,1,1,0,0,1,1,1,1,1
Anc80BC_928,928,0,1,1,1,0,1,0,0,0,0,0
Anc80BC_929,929,0,1,1,1,0,1,0,0,0,0,1
Anc80BC_930,930,0,1,1,1,0,1,0,0,0,1,0
Anc80BC_931,931,0,1,1,1,0,1,0,0,0,1,1
Anc80BC_932,932,0,1,1,1,0,1,0,0,1,0,0
Anc80BC_933,933,0,1,1,1,0,1,0,0,1,0,1
Anc80BC_934,934,0,1,1,1,0,1,0,0,1,1,0
Anc80BC_935,935,0,1,1,1,0,1,0,0,1,1,1
Anc80BC_936,936,0,1,1,1,0,1,0,1,0,0,0
Anc80BC_937,937,0,1,1,1,0,1,0,1,0,0,1
Anc80BC_938,938,0,1,1,1,0,1,0,1,0,1,0
Anc80BC_939,939,0,1,1,1,0,1,0,1,0,1,1
Anc80BC_940,940,0,1,1,1,0,1,0,1,1,0,0
Anc80BC_941,941,0,1,1,1,0,1,0,1,1,0,1
Anc80BC_942,942,0,1,1,1,0,1,0,1,1,1,0
Anc80BC_943,943,0,1,1,1,0,1,0,1,1,1,1
Anc80BC_944,944,0,1,1,1,0,1,1,0,0,0,0
Anc80BC_945,945,0,1,1,1,0,1,1,0,0,0,1
Anc80BC_946,946,0,1,1,1,0,1,1,0,0,1,0
Anc80BC_947,947,0,1,1,1,0,1,1,0,0,1,1
Anc80BC_948,948,0,1,1,1,0,1,1,0,1,0,0
Anc80BC_949,949,0,1,1,1,0,1,1,0,1,0,1
Anc80BC_950,950,0,1,1,1,0,1,1,0,1,1,0
Anc80BC_951,951,0,1,1,1,0,1,1,0,1,1,1
Anc80BC_952,952,0,1,1,1,0,1,1,1,0,0,0
Anc80BC_953,953,0,1,1,1,0,1,1,1,0,0,1
Anc80BC_954,954,0,1,1,1,0,1,1,1,0,1,0
Anc80BC_955,955,0,1,1,1,0,1,1,1,0,1,1
Anc80BC_956,956,0,1,1,1,0,1,1,1,1,0,0
Anc80BC_957,957,0,1,1,1,0,1,1,1,1,0,1
Anc80BC_958,958,0,1,1,1,0,1,1,1,1,1,0
Anc80BC_959,959,0,1,1,1,0,1,1,1,1,1,1
Anc80BC_960,960,0,1,1,1,1,0,0,0,0,0,0
Anc80BC_961,961,0,1,1,1,1,0,0,0,0,0,1
Anc80BC_962,962,0,1,1,1,1,0,0,0,0,1,0
Anc80BC_963,963,0,1,1,1,1,0,0,0,0,1,1
Anc80BC_964,964,0,1,1,1,1,0,0,0,1,0,0
Anc80BC_965,965,0,1,1,1,1,0,0,0,1,0,1
Anc80BC_966,966,0,1,1,1,1,0,0,0,1,1,0
Anc80BC_967,967,0,1,1,1,1,0,0,0,1,1,1
Anc80BC_968,968,0,1,1,1,1,0,0,1,0,0,0
Anc80BC_969,969,0,1,1,1,1,0,0,1,0,0,1
Anc80BC_970,970,0,1,1,1,1,0,0,1,0,1,0
Anc80BC_971,971,0,1,1,1,1,0,0,1,0,1,1
Anc80BC_972,972,0,1,1,1,1,0,0,1,1,0,0
Anc80BC_973,973,0,1,1,1,1,0,0,1,1,0,1
Anc80BC_974,974,0,1,1,1,1,0,0,1,1,1,0
Anc80BC_975,975,0,1,1,1,1,0,0,1,1,1,1
Anc80BC_976,976,0,1,1,1,1,0,1,0,0,0,0
Anc80BC_977,977,0,1,1,1,1,0,1,0,0,0,1
Anc80BC_978,978,0,1,1,1,1,0,1,0,0,1,0
Anc80BC_979,979,0,1,1,1,1,0,1,0,0,1,1
Anc80BC_980,980,0,1,1,1,1,0,1,0,1,0,0
Anc80BC_981,981,0,1,1,1,1,0,1,0,1,0,1
Anc80BC_982,982,0,1,1,1,1,0,1,0,1,1,0
Anc80BC_983,983,0,1,1,1,1,0,1,0,1,1,1
Anc80BC_984,984,0,1,1,1,1,0,1,1,0,0,0
Anc80BC_985,985,0,1,1,1,1,0,1,1,0,0,1
Anc80BC_986,986,0,1,1,1,1,0,1,1,0,1,0
Anc80BC_987,987,0,1,1,1,1,0,1,1,0,1,1
Anc80BC_988,988,0,1,1,1,1,0,1,1,1,0,0
Anc80BC_989,989,0,1,1,1,1,0,1,1,1,0,1
Anc80BC_990,990,0,1,1,1,1,0,1,1,1,1,0
Anc80BC_991,991,0,1,1,1,1,0,1,1,1,1,1
Anc80BC_992,992,0,1,1,1,1,1,0,0,0,0,0
Anc80BC_993,993,0,1,1,1,1,1,0,0,0,0,1
Anc80BC_994,994,0,1,1,1,1,1,0,0,0,1,0
Anc80BC_995,995,0,1,1,1,1,1,0,0,0,1,1
Anc80BC_996,996,0,1,1,1,1,1,0,0,1,0,0
Anc80BC_997,997,0,1,1,1,1,1,0,0,1,0,1
Anc80BC_998,998,0,1,1,1,1,1,0,0,1,1,0
Anc80BC_999,999,0,1,1,1,1,1,0,0,1,1,1
Anc80BC_1000,1000,0,1,1,1,1,1,0,1,0,0,0
Anc80BC_1001,1001,0,1,1,1,1,1,0,1,0,0,1
Anc80BC_1002,1002,0,1,1,1,1,1,0,1,0,1,0
Anc80BC_1003,1003,0,1,1,1,1,1,0,1,0,1,1
Anc80BC_1004,1004,0,1,1,1,1,1,0,1,1,0,0
Anc80BC_1005,1005,0,1,1,1,1,1,0,1,1,0,1
Anc80BC_1006,1006,0,1,1,1,1,1,0,1,1,1,0
Anc80BC_1007,1007,0,1,1,1,1,1,0,1,1,1,1
Anc80BC_1008,1008,0,1,1,1,1,1,1,0,0,0,0
Anc80BC_1009,1009,0,1,1,1,1,1,1,0,0,0,1
Anc80BC_1010,1010,0,1,1,1,1,1,1,0,0,1,0
Anc80BC_1011,1011,0,1,1,1,1,1,1,0,0,1,1
Anc80BC_1012,1012,0,1,1,1,1,1,1,0,1,0,0
Anc80BC_1013,1013,0,1,1,1,1,1,1,0,1,0,1
Anc80BC_1014,1014,0,1,1,1,1,1,1,0,1,1,0
Anc80BC_1015,1015,0,1,1,1,1,1,1,0,1,1,1
Anc80BC_1016,1016,0,1,1,1,1,1,1,1,0,0,0
Anc80BC_1017,1017,0,1,1,1,1,1,1,1,0,0,1
Anc80BC_1018,1018,0,1,1,1,1,1,1,1,0,1,0
Anc80BC_1019,1019,0,1,1,1,1,1,1,1,0,1,1
Anc80BC_1020,1020,0,1,1,1,1,1,1,1,1,0,0
Anc80BC_1021,1021,0,1,1,1,1,1,1,1,1,0,1
Anc80BC_1022,1022,0,1,1,1,1,1,1,1,1,1,0
Anc80BC_1023,1023,0,1,1,1,1,1,1,1,1,1,1
Anc80BC_1024,1024,1,0,0,0,0,0,0,0,0,0,0
Anc80BC_1025,1025,1,0,0,0,0,0,0,0,0,0,1
Anc80BC_1026,1026,1,0,0,0,0,0,0,0,0,1,0
Anc80BC_1027,1027,1,0,0,0,0,0,0,0,0,1,1
Anc80BC_1028,1028,1,0,0,0,0,0,0,0,1,0,0
Anc80BC_1029,1029,1,0,0,0,0,0,0,0,1,0,1
Anc80BC_1030,1030,1,0,0,0,0,0,0,0,1,1,0
Anc80BC_1031,1031,1,0,0,0,0,0,0,0,1,1,1
Anc80BC_1032,1032,1,0,0,0,0,0,0,1,0,0,0
Anc80BC_1033,1033,1,0,0,0,0,0,0,1,0,0,1
Anc80BC_1034,1034,1,0,0,0,0,0,0,1,0,1,0
Anc80BC_1035,1035,1,0,0,0,0,0,0,1,0,1,1
Anc80BC_1036,1036,1,0,0,0,0,0,0,1,1,0,0
Anc80BC_1037,1037,1,0,0,0,0,0,0,1,1,0,1
Anc80BC_1038,1038,1,0,0,0,0,0,0,1,1,1,0
Anc80BC_1039,1039,1,0,0,0,0,0,0,1,1,1,1
Anc80BC_1040,1040,1,0,0,0,0,0,1,0,0,0,0
Anc80BC_1041,1041,1,0,0,0,0,0,1,0,0,0,1
Anc80BC_1042,1042,1,0,0,0,0,0,1,0,0,1,0
Anc80BC_1043,1043,1,0,0,0,0,0,1,0,0,1,1
Anc80BC_1044,1044,1,0,0,0,0,0,1,0,1,0,0
Anc80BC_1045,1045,1,0,0,0,0,0,1,0,1,0,1
Anc80BC_1046,1046,1,0,0,0,0,0,1,0,1,1,0
Anc80BC_1047,1047,1,0,0,0,0,0,1,0,1,1,1
Anc80BC_1048,1048,1,0,0,0,0,0,1,1,0,0,0
Anc80BC_1049,1049,1,0,0,0,0,0,1,1,0,0,1
Anc80BC_1050,1050,1,0,0,0,0,0,1,1,0,1,0
Anc80BC_1051,1051,1,0,0,0,0,0,1,1,0,1,1
Anc80BC_1052,1052,1,0,0,0,0,0,1,1,1,0,0
Anc80BC_1053,1053,1,0,0,0,0,0,1,1,1,0,1
Anc80BC_1054,1054,1,0,0,0,0,0,1,1,1,1,0
Anc80BC_1055,1055,1,0,0,0,0,0,1,1,1,1,1
Anc80BC_1056,1056,1,0,0,0,0,1,0,0,0,0,0
Anc80BC_1057,1057,1,0,0,0,0,1,0,0,0,0,1
Anc80BC_1058,1058,1,0,0,0,0,1,0,0,0,1,0
Anc80BC_1059,1059,1,0,0,0,0,1,0,0,0,1,1
Anc80BC_1060,1060,1,0,0,0,0,1,0,0,1,0,0
Anc80BC_1061,1061,1,0,0,0,0,1,0,0,1,0,1
Anc80BC_1062,1062,1,0,0,0,0,1,0,0,1,1,0
Anc80BC_1063,1063,1,0,0,0,0,1,0,0,1,1,1
Anc80BC_1064,1064,1,0,0,0,0,1,0,1,0,0,0
Anc80BC_1065,1065,1,0,0,0,0,1,0,1,0,0,1
Anc80BC_1066,1066,1,0,0,0,0,1,0,1,0,1,0
Anc80BC_1067,1067,1,0,0,0,0,1,0,1,0,1,1
Anc80BC_1068,1068,1,0,0,0,0,1,0,1,1,0,0
Anc80BC_1069,1069,1,0,0,0,0,1,0,1,1,0,1
Anc80BC_1070,1070,1,0,0,0,0,1,0,1,1,1,0
Anc80BC_1071,1071,1,0,0,0,0,1,0,1,1,1,1
Anc80BC_1072,1072,1,0,0,0,0,1,1,0,0,0,0
Anc80BC_1073,1073,1,0,0,0,0,1,1,0,0,0,1
Anc80BC_1074,1074,1,0,0,0,0,1,1,0,0,1,0
Anc80BC_1075,1075,1,0,0,0,0,1,1,0,0,1,1
Anc80BC_1076,1076,1,0,0,0,0,1,1,0,1,0,0
Anc80BC_1077,1077,1,0,0,0,0,1,1,0,1,0,1
Anc80BC_1078,1078,1,0,0,0,0,1,1,0,1,1,0
Anc80BC_1079,1079,1,0,0,0,0,1,1,0,1,1,1
Anc80BC_1080,1080,1,0,0,0,0,1,1,1,0,0,0
Anc80BC_1081,1081,1,0,0,0,0,1,1,1,0,0,1
Anc80BC_1082,1082,1,0,0,0,0,1,1,1,0,1,0
Anc80BC_1083,1083,1,0,0,0,0,1,1,1,0,1,1
Anc80BC_1084,1084,1,0,0,0,0,1,1,1,1,0,0
Anc80BC_1085,1085,1,0,0,0,0,1,1,1,1,0,1
Anc80BC_1086,1086,1,0,0,0,0,1,1,1,1,1,0
Anc80BC_1087,1087,1,0,0,0,0,1,1,1,1,1,1
Anc80BC_1088,1088,1,0,0,0,1,0,0,0,0,0,0
Anc80BC_1089,1089,1,0,0,0,1,0,0,0,0,0,1
Anc80BC_1090,1090,1,0,0,0,1,0,0,0,0,1,0
Anc80BC_1091,1091,1,0,0,0,1,0,0,0,0,1,1
Anc80BC_1092,1092,1,0,0,0,1,0,0,0,1,0,0
Anc80BC_1093,1093,1,0,0,0,1,0,0,0,1,0,1
Anc80BC_1094,1094,1,0,0,0,1,0,0,0,1,1,0
Anc80BC_1095,1095,1,0,0,0,1,0,0,0,1,1,1
Anc80BC_1096,1096,1,0,0,0,1,0,0,1,0,0,0
Anc80BC_1097,1097,1,0,0,0,1,0,0,1,0,0,1
Anc80BC_1098,1098,1,0,0,0,1,0,0,1,0,1,0
Anc80BC_1099,1099,1,0,0,0,1,0,0,1,0,1,1
Anc80BC_1100,1100,1,0,0,0,1,0,0,1,1,0,0
Anc80BC_1101,1101,1,0,0,0,1,0,0,1,1,0,1
Anc80BC_1102,1102,1,0,0,0,1,0,0,1,1,1,0
Anc80BC_1103,1103,1,0,0,0,1,0,0,1,1,1,1
Anc80BC_1104,1104,1,0,0,0,1,0,1,0,0,0,0
Anc80BC_1105,1105,1,0,0,0,1,0,1,0,0,0,1
Anc80BC_1106,1106,1,0,0,0,1,0,1,0,0,1,0
Anc80BC_1107,1107,1,0,0,0,1,0,1,0,0,1,1
Anc80BC_1108,1108,1,0,0,0,1,0,1,0,1,0,0
Anc80BC_1109,1109,1,0,0,0,1,0,1,0,1,0,1
Anc80BC_1110,1110,1,0,0,0,1,0,1,0,1,1,0
Anc80BC_1111,1111,1,0,0,0,1,0,1,0,1,1,1
Anc80BC_1112,1112,1,0,0,0,1,0,1,1,0,0,0
Anc80BC_1113,1113,1,0,0,0,1,0,1,1,0,0,1
Anc80BC_1114,1114,1,0,0,0,1,0,1,1,0,1,0
Anc80BC_1115,1115,1,0,0,0,1,0,1,1,0,1,1
Anc80BC_1116,1116,1,0,0,0,1,0,1,1,1,0,0
Anc80BC_1117,1117,1,0,0,0,1,0,1,1,1,0,1
Anc80BC_1118,1118,1,0,0,0,1,0,1,1,1,1,0
Anc80BC_1119,1119,1,0,0,0,1,0,1,1,1,1,1
Anc80BC_1120,1120,1,0,0,0,1,1,0,0,0,0,0
Anc80BC_1121,1121,1,0,0,0,1,1,0,0,0,0,1
Anc80BC_1122,1122,1,0,0,0,1,1,0,0,0,1,0
Anc80BC_1123,1123,1,0,0,0,1,1,0,0,0,1,1
Anc80BC_1124,1124,1,0,0,0,1,1,0,0,1,0,0
Anc80BC_1125,1125,1,0,0,0,1,1,0,0,1,0,1
Anc80BC_1126,1126,1,0,0,0,1,1,0,0,1,1,0
Anc80BC_1127,1127,1,0,0,0,1,1,0,0,1,1,1
Anc80BC_1128,1128,1,0,0,0,1,1,0,1,0,0,0
Anc80BC_1129,1129,1,0,0,0,1,1,0,1,0,0,1
Anc80BC_1130,1130,1,0,0,0,1,1,0,1,0,1,0
Anc80BC_1131,1131,1,0,0,0,1,1,0,1,0,1,1
Anc80BC_1132,1132,1,0,0,0,1,1,0,1,1,0,0
Anc80BC_1133,1133,1,0,0,0,1,1,0,1,1,0,1
Anc80BC_1134,1134,1,0,0,0,1,1,0,1,1,1,0
Anc80BC_1135,1135,1,0,0,0,1,1,0,1,1,1,1
Anc80BC_1136,1136,1,0,0,0,1,1,1,0,0,0,0
Anc80BC_1137,1137,1,0,0,0,1,1,1,0,0,0,1
Anc80BC_1138,1138,1,0,0,0,1,1,1,0,0,1,0
Anc80BC_1139,1139,1,0,0,0,1,1,1,0,0,1,1
Anc80BC_1140,1140,1,0,0,0,1,1,1,0,1,0,0
Anc80BC_1141,1141,1,0,0,0,1,1,1,0,1,0,1
Anc80BC_1142,1142,1,0,0,0,1,1,1,0,1,1,0
Anc80BC_1143,1143,1,0,0,0,1,1,1,0,1,1,1
Anc80BC_1144,1144,1,0,0,0,1,1,1,1,0,0,0
Anc80BC_1145,1145,1,0,0,0,1,1,1,1,0,0,1
Anc80BC_1146,1146,1,0,0,0,1,1,1,1,0,1,0
Anc80BC_1147,1147,1,0,0,0,1,1,1,1,0,1,1
Anc80BC_1148,1148,1,0,0,0,1,1,1,1,1,0,0
Anc80BC_1149,1149,1,0,0,0,1,1,1,1,1,0,1
Anc80BC_1150,1150,1,0,0,0,1,1,1,1,1,1,0
Anc80BC_1151,1151,1,0,0,0,1,1,1,1,1,1,1
Anc80BC_1152,1152,1,0,0,1,0,0,0,0,0,0,0
Anc80BC_1153,1153,1,0,0,1,0,0,0,0,0,0,1
Anc80BC_1154,1154,1,0,0,1,0,0,0,0,0,1,0
Anc80BC_1155,1155,1,0,0,1,0,0,0,0,0,1,1
Anc80BC_1156,1156,1,0,0,1,0,0,0,0,1,0,0
Anc80BC_1157,1157,1,0,0,1,0,0,0,0,1,0,1
Anc80BC_1158,1158,1,0,0,1,0,0,0,0,1,1,0
Anc80BC_1159,1159,1,0,0,1,0,0,0,0,1,1,1
Anc80BC_1160,1160,1,0,0,1,0,0,0,1,0,0,0
Anc80BC_1161,1161,1,0,0,1,0,0,0,1,0,0,1
Anc80BC_1162,1162,1,0,0,1,0,0,0,1,0,1,0
Anc80BC_1163,1163,1,0,0,1,0,0,0,1,0,1,1
Anc80BC_1164,1164,1,0,0,1,0,0,0,1,1,0,0
Anc80BC_1165,1165,1,0,0,1,0,0,0,1,1,0,1
Anc80BC_1166,1166,1,0,0,1,0,0,0,1,1,1,0
Anc80BC_1167,1167,1,0,0,1,0,0,0,1,1,1,1
Anc80BC_1168,1168,1,0,0,1,0,0,1,0,0,0,0
Anc80BC_1169,1169,1,0,0,1,0,0,1,0,0,0,1
Anc80BC_1170,1170,1,0,0,1,0,0,1,0,0,1,0
Anc80BC_1171,1171,1,0,0,1,0,0,1,0,0,1,1
Anc80BC_1172,1172,1,0,0,1,0,0,1,0,1,0,0
Anc80BC_1173,1173,1,0,0,1,0,0,1,0,1,0,1
Anc80BC_1174,1174,1,0,0,1,0,0,1,0,1,1,0
Anc80BC_1175,1175,1,0,0,1,0,0,1,0,1,1,1
Anc80BC_1176,1176,1,0,0,1,0,0,1,1,0,0,0
Anc80BC_1177,1177,1,0,0,1,0,0,1,1,0,0,1
Anc80BC_1178,1178,1,0,0,1,0,0,1,1,0,1,0
Anc80BC_1179,1179,1,0,0,1,0,0,1,1,0,1,1
Anc80BC_1180,1180,1,0,0,1,0,0,1,1,1,0,0
Anc80BC_1181,1181,1,0,0,1,0,0,1,1,1,0,1
Anc80BC_1182,1182,1,0,0,1,0,0,1,1,1,1,0
Anc80BC_1183,1183,1,0,0,1,0,0,1,1,1,1,1
Anc80BC_1184,1184,1,0,0,1,0,1,0,0,0,0,0
Anc80BC_1185,1185,1,0,0,1,0,1,0,0,0,0,1
Anc80BC_1186,1186,1,0,0,1,0,1,0,0,0,1,0
Anc80BC_1187,1187,1,0,0,1,0,1,0,0,0,1,1
Anc80BC_1188,1188,1,0,0,1,0,1,0,0,1,0,0
Anc80BC_1189,1189,1,0,0,1,0,1,0,0,1,0,1
Anc80BC_1190,1190,1,0,0,1,0,1,0,0,1,1,0
Anc80BC_1191,1191,1,0,0,1,0,1,0,0,1,1,1
Anc80BC_1192,1192,1,0,0,1,0,1,0,1,0,0,0
Anc80BC_1193,1193,1,0,0,1,0,1,0,1,0,0,1
Anc80BC_1194,1194,1,0,0,1,0,1,0,1,0,1,0
Anc80BC_1195,1195,1,0,0,1,0,1,0,1,0,1,1
Anc80BC_1196,1196,1,0,0,1,0,1,0,1,1,0,0
Anc80BC_1197,1197,1,0,0,1,0,1,0,1,1,0,1
Anc80BC_1198,1198,1,0,0,1,0,1,0,1,1,1,0
Anc80BC_1199,1199,1,0,0,1,0,1,0,1,1,1,1
Anc80BC_1200,1200,1,0,0,1,0,1,1,0,0,0,0
Anc80BC_1201,1201,1,0,0,1,0,1,1,0,0,0,1
Anc80BC_1202,1202,1,0,0,1,0,1,1,0,0,1,0
Anc80BC_1203,1203,1,0,0,1,0,1,1,0,0,1,1
Anc80BC_1204,1204,1,0,0,1,0,1,1,0,1,0,0
Anc80BC_1205,1205,1,0,0,1,0,1,1,0,1,0,1
Anc80BC_1206,1206,1,0,0,1,0,1,1,0,1,1,0
Anc80BC_1207,1207,1,0,0,1,0,1,1,0,1,1,1
Anc80BC_1208,1208,1,0,0,1,0,1,1,1,0,0,0
Anc80BC_1209,1209,1,0,0,1,0,1,1,1,0,0,1
Anc80BC_1210,1210,1,0,0,1,0,1,1,1,0,1,0
Anc80BC_1211,1211,1,0,0,1,0,1,1,1,0,1,1
Anc80BC_1212,1212,1,0,0,1,0,1,1,1,1,0,0
Anc80BC_1213,1213,1,0,0,1,0,1,1,1,1,0,1
Anc80BC_1214,1214,1,0,0,1,0,1,1,1,1,1,0
Anc80BC_1215,1215,1,0,0,1,0,1,1,1,1,1,1
Anc80BC_1216,1216,1,0,0,1,1,0,0,0,0,0,0
Anc80BC_1217,1217,1,0,0,1,1,0,0,0,0,0,1
Anc80BC_1218,1218,1,0,0,1,1,0,0,0,0,1,0
Anc80BC_1219,1219,1,0,0,1,1,0,0,0,0,1,1
Anc80BC_1220,1220,1,0,0,1,1,0,0,0,1,0,0
Anc80BC_1221,1221,1,0,0,1,1,0,0,0,1,0,1
Anc80BC_1222,1222,1,0,0,1,1,0,0,0,1,1,0
Anc80BC_1223,1223,1,0,0,1,1,0,0,0,1,1,1
Anc80BC_1224,1224,1,0,0,1,1,0,0,1,0,0,0
Anc80BC_1225,1225,1,0,0,1,1,0,0,1,0,0,1
Anc80BC_1226,1226,1,0,0,1,1,0,0,1,0,1,0
Anc80BC_1227,1227,1,0,0,1,1,0,0,1,0,1,1
Anc80BC_1228,1228,1,0,0,1,1,0,0,1,1,0,0
Anc80BC_1229,1229,1,0,0,1,1,0,0,1,1,0,1
Anc80BC_1230,1230,1,0,0,1,1,0,0,1,1,1,0
Anc80BC_1231,1231,1,0,0,1,1,0,0,1,1,1,1
Anc80BC_1232,1232,1,0,0,1,1,0,1,0,0,0,0
Anc80BC_1233,1233,1,0,0,1,1,0,1,0,0,0,1
Anc80BC_1234,1234,1,0,0,1,1,0,1,0,0,1,0
Anc80BC_1235,1235,1,0,0,1,1,0,1,0,0,1,1
Anc80BC_1236,1236,1,0,0,1,1,0,1,0,1,0,0
Anc80BC_1237,1237,1,0,0,1,1,0,1,0,1,0,1
Anc80BC_1238,1238,1,0,0,1,1,0,1,0,1,1,0
Anc80BC_1239,1239,1,0,0,1,1,0,1,0,1,1,1
Anc80BC_1240,1240,1,0,0,1,1,0,1,1,0,0,0
Anc80BC_1241,1241,1,0,0,1,1,0,1,1,0,0,1
Anc80BC_1242,1242,1,0,0,1,1,0,1,1,0,1,0
Anc80BC_1243,1243,1,0,0,1,1,0,1,1,0,1,1
Anc80BC_1244,1244,1,0,0,1,1,0,1,1,1,0,0
Anc80BC_1245,1245,1,0,0,1,1,0,1,1,1,0,1
Anc80BC_1246,1246,1,0,0,1,1,0,1,1,1,1,0
Anc80BC_1247,1247,1,0,0,1,1,0,1,1,1,1,1
Anc80BC_1248,1248,1,0,0,1,1,1,0,0,0,0,0
Anc80BC_1249,1249,1,0,0,1,1,1,0,0,0,0,1
