barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15
Anc81BC_16939,16939,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1
Anc81BC_16940,16940,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
Anc81BC_16941,16941,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
Anc81BC_16942,16942,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
Anc81BC_16943,16943,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1
Anc81BC_16944,16944,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Anc81BC_16945,16945,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
Anc81BC_16946,16946,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Anc81BC_16947,16947,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
Anc81BC_16948,16948,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
Anc81BC_16949,16949,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
Anc81BC_16950,16950,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
Anc81BC_16951,16951,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1
Anc81BC_16952,16952,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
Anc81BC_16953,16953,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
Anc81BC_16954,16954,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0
Anc81BC_16955,16955,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1
Anc81BC_16956,16956,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
Anc81BC_16957,16957,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1
Anc81BC_16958,16958,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
Anc81BC_16959,16959,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1
Anc81BC_16960,16960,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Anc81BC_16961,16961,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Anc81BC_16962,16962,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Anc81BC_16963,16963,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Anc81BC_16964,16964,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Anc81BC_16965,16965,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Anc81BC_16966,16966,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
Anc81BC_16967,16967,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
Anc81BC_16968,16968,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Anc81BC_16969,16969,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Anc81BC_16970,16970,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Anc81BC_16971,16971,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1
Anc81BC_16972,16972,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Anc81BC_16973,16973,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Anc81BC_16974,16974,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
Anc81BC_16975,16975,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
Anc81BC_16976,16976,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Anc81BC_16977,16977,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
Anc81BC_16978,16978,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Anc81BC_16979,16979,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
Anc81BC_16980,16980,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Anc81BC_16981,16981,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
Anc81BC_16982,16982,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Anc81BC_16983,16983,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
Anc81BC_16984,16984,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
Anc81BC_16985,16985,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
Anc81BC_16986,16986,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
Anc81BC_16987,16987,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1
Anc81BC_16988,16988,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
Anc81BC_16989,16989,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1
Anc81BC_16990,16990,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
Anc81BC_16991,16991,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1
Anc81BC_16992,16992,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Anc81BC_16993,16993,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Anc81BC_16994,16994,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Anc81BC_16995,16995,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
Anc81BC_16996,16996,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Anc81BC_16997,16997,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
Anc81BC_16998,16998,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
Anc81BC_16999,16999,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
Anc81BC_17000,17000,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
Anc81BC_17001,17001,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
Anc81BC_17002,17002,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
Anc81BC_17003,17003,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
Anc81BC_17004,17004,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0
Anc81BC_17005,17005,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
Anc81BC_17006,17006,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0
Anc81BC_17007,17007,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1
Anc81BC_17008,17008,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
Anc81BC_17009,17009,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
Anc81BC_17010,17010,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0
Anc81BC_17011,17011,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
Anc81BC_17012,17012,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
Anc81BC_17013,17013,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1
Anc81BC_17014,17014,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0
Anc81BC_17015,17015,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1
Anc81BC_17016,17016,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0
Anc81BC_17017,17017,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1
Anc81BC_17018,17018,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0
Anc81BC_17019,17019,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1
Anc81BC_17020,17020,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0
Anc81BC_17021,17021,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1
Anc81BC_17022,17022,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0
Anc81BC_17023,17023,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
Anc81BC_17024,17024,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Anc81BC_17025,17025,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Anc81BC_17026,17026,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Anc81BC_17027,17027,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
Anc81BC_17028,17028,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Anc81BC_17029,17029,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Anc81BC_17030,17030,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Anc81BC_17031,17031,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1
Anc81BC_17032,17032,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Anc81BC_17033,17033,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Anc81BC_17034,17034,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Anc81BC_17035,17035,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
Anc81BC_17036,17036,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Anc81BC_17037,17037,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1
Anc81BC_17038,17038,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
Anc81BC_17039,17039,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1
Anc81BC_17040,17040,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Anc81BC_17041,17041,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Anc81BC_17042,17042,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Anc81BC_17043,17043,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
Anc81BC_17044,17044,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
Anc81BC_17045,17045,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
Anc81BC_17046,17046,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
Anc81BC_17047,17047,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1
Anc81BC_17048,17048,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
Anc81BC_17049,17049,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
Anc81BC_17050,17050,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
Anc81BC_17051,17051,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1
Anc81BC_17052,17052,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
Anc81BC_17053,17053,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1
Anc81BC_17054,17054,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0
Anc81BC_17055,17055,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1
Anc81BC_17056,17056,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Anc81BC_17057,17057,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Anc81BC_17058,17058,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Anc81BC_17059,17059,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
Anc81BC_17060,17060,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Anc81BC_17061,17061,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
Anc81BC_17062,17062,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0
Anc81BC_17063,17063,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1
Anc81BC_17064,17064,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
Anc81BC_17065,17065,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
Anc81BC_17066,17066,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
Anc81BC_17067,17067,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Anc81BC_17068,17068,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
Anc81BC_17069,17069,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1
Anc81BC_17070,17070,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
Anc81BC_17071,17071,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1
Anc81BC_17072,17072,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
Anc81BC_17073,17073,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
Anc81BC_17074,17074,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
Anc81BC_17075,17075,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1
Anc81BC_17076,17076,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0
Anc81BC_17077,17077,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1
Anc81BC_17078,17078,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0
Anc81BC_17079,17079,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1
Anc81BC_17080,17080,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
Anc81BC_17081,17081,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1
Anc81BC_17082,17082,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0
Anc81BC_17083,17083,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1
Anc81BC_17084,17084,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0
Anc81BC_17085,17085,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1
Anc81BC_17086,17086,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0
Anc81BC_17087,17087,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1
Anc81BC_17088,17088,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Anc81BC_17089,17089,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Anc81BC_17090,17090,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Anc81BC_17091,17091,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
Anc81BC_17092,17092,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Anc81BC_17093,17093,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
Anc81BC_17094,17094,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0
Anc81BC_17095,17095,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
Anc81BC_17096,17096,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
Anc81BC_17097,17097,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Anc81BC_17098,17098,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
Anc81BC_17099,17099,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1
Anc81BC_17100,17100,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Anc81BC_17101,17101,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1
Anc81BC_17102,17102,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
Anc81BC_17103,17103,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1
Anc81BC_17104,17104,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Anc81BC_17105,17105,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Anc81BC_17106,17106,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Anc81BC_17107,17107,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
Anc81BC_17108,17108,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
Anc81BC_17109,17109,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1
Anc81BC_17110,17110,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0
Anc81BC_17111,17111,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1
Anc81BC_17112,17112,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0
Anc81BC_17113,17113,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1
Anc81BC_17114,17114,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
Anc81BC_17115,17115,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1
Anc81BC_17116,17116,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0
Anc81BC_17117,17117,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
Anc81BC_17118,17118,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0
Anc81BC_17119,17119,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1
Anc81BC_17120,17120,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Anc81BC_17121,17121,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Anc81BC_17122,17122,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
Anc81BC_17123,17123,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1
Anc81BC_17124,17124,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
Anc81BC_17125,17125,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
Anc81BC_17126,17126,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
Anc81BC_17127,17127,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1
Anc81BC_17128,17128,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
Anc81BC_17129,17129,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1
Anc81BC_17130,17130,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0
Anc81BC_17131,17131,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1
Anc81BC_17132,17132,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0
Anc81BC_17133,17133,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1
Anc81BC_17134,17134,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0
Anc81BC_17135,17135,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1
Anc81BC_17136,17136,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
Anc81BC_17137,17137,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1
Anc81BC_17138,17138,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0
Anc81BC_17139,17139,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
Anc81BC_17140,17140,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
Anc81BC_17141,17141,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
Anc81BC_17142,17142,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
Anc81BC_17143,17143,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1
Anc81BC_17144,17144,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
Anc81BC_17145,17145,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1
Anc81BC_17146,17146,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
Anc81BC_17147,17147,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
Anc81BC_17148,17148,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
Anc81BC_17149,17149,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
Anc81BC_17150,17150,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0
Anc81BC_17151,17151,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
Anc81BC_17152,17152,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Anc81BC_17153,17153,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Anc81BC_17154,17154,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Anc81BC_17155,17155,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Anc81BC_17156,17156,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Anc81BC_17157,17157,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Anc81BC_17158,17158,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Anc81BC_17159,17159,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
Anc81BC_17160,17160,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Anc81BC_17161,17161,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Anc81BC_17162,17162,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Anc81BC_17163,17163,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1
Anc81BC_17164,17164,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Anc81BC_17165,17165,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
Anc81BC_17166,17166,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0
Anc81BC_17167,17167,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1
Anc81BC_17168,17168,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Anc81BC_17169,17169,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Anc81BC_17170,17170,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
Anc81BC_17171,17171,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
Anc81BC_17172,17172,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Anc81BC_17173,17173,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
Anc81BC_17174,17174,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
Anc81BC_17175,17175,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1
Anc81BC_17176,17176,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
Anc81BC_17177,17177,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
Anc81BC_17178,17178,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
Anc81BC_17179,17179,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1
Anc81BC_17180,17180,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
Anc81BC_17181,17181,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1
Anc81BC_17182,17182,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
Anc81BC_17183,17183,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
Anc81BC_17184,17184,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Anc81BC_17185,17185,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Anc81BC_17186,17186,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Anc81BC_17187,17187,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Anc81BC_17188,17188,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Anc81BC_17189,17189,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
Anc81BC_17190,17190,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
Anc81BC_17191,17191,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1
Anc81BC_17192,17192,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
Anc81BC_17193,17193,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
Anc81BC_17194,17194,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
Anc81BC_17195,17195,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1
Anc81BC_17196,17196,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
Anc81BC_17197,17197,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
Anc81BC_17198,17198,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0
Anc81BC_17199,17199,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1
Anc81BC_17200,17200,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
Anc81BC_17201,17201,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
Anc81BC_17202,17202,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
Anc81BC_17203,17203,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
Anc81BC_17204,17204,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
Anc81BC_17205,17205,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1
Anc81BC_17206,17206,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0
Anc81BC_17207,17207,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1
Anc81BC_17208,17208,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
Anc81BC_17209,17209,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
Anc81BC_17210,17210,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0
Anc81BC_17211,17211,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1
Anc81BC_17212,17212,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
Anc81BC_17213,17213,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
Anc81BC_17214,17214,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0
Anc81BC_17215,17215,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Anc81BC_17216,17216,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Anc81BC_17217,17217,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Anc81BC_17218,17218,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Anc81BC_17219,17219,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
Anc81BC_17220,17220,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
Anc81BC_17221,17221,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
Anc81BC_17222,17222,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
Anc81BC_17223,17223,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
Anc81BC_17224,17224,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Anc81BC_17225,17225,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
Anc81BC_17226,17226,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
Anc81BC_17227,17227,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1
Anc81BC_17228,17228,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
Anc81BC_17229,17229,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1
Anc81BC_17230,17230,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0
Anc81BC_17231,17231,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1
Anc81BC_17232,17232,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Anc81BC_17233,17233,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
Anc81BC_17234,17234,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
Anc81BC_17235,17235,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
Anc81BC_17236,17236,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
Anc81BC_17237,17237,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
Anc81BC_17238,17238,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0
Anc81BC_17239,17239,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1
Anc81BC_17240,17240,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
Anc81BC_17241,17241,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1
Anc81BC_17242,17242,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0
Anc81BC_17243,17243,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1
Anc81BC_17244,17244,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0
Anc81BC_17245,17245,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1
Anc81BC_17246,17246,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0
Anc81BC_17247,17247,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
Anc81BC_17248,17248,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Anc81BC_17249,17249,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
Anc81BC_17250,17250,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
Anc81BC_17251,17251,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
Anc81BC_17252,17252,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
Anc81BC_17253,17253,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
Anc81BC_17254,17254,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
Anc81BC_17255,17255,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1
Anc81BC_17256,17256,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0
Anc81BC_17257,17257,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
Anc81BC_17258,17258,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
Anc81BC_17259,17259,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1
Anc81BC_17260,17260,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0
Anc81BC_17261,17261,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1
Anc81BC_17262,17262,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0
