barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Anc127BC_898,898,1,1,1,0,0,0,0,0,1,0
Anc127BC_899,899,1,1,1,0,0,0,0,0,1,1
Anc127BC_900,900,1,1,1,0,0,0,0,1,0,0
Anc127BC_901,901,1,1,1,0,0,0,0,1,0,1
Anc127BC_902,902,1,1,1,0,0,0,0,1,1,0
Anc127BC_903,903,1,1,1,0,0,0,0,1,1,1
Anc127BC_904,904,1,1,1,0,0,0,1,0,0,0
Anc127BC_905,905,1,1,1,0,0,0,1,0,0,1
Anc127BC_906,906,1,1,1,0,0,0,1,0,1,0
Anc127BC_907,907,1,1,1,0,0,0,1,0,1,1
Anc127BC_908,908,1,1,1,0,0,0,1,1,0,0
Anc127BC_909,909,1,1,1,0,0,0,1,1,0,1
Anc127BC_910,910,1,1,1,0,0,0,1,1,1,0
Anc127BC_911,911,1,1,1,0,0,0,1,1,1,1
Anc127BC_912,912,1,1,1,0,0,1,0,0,0,0
Anc127BC_913,913,1,1,1,0,0,1,0,0,0,1
Anc127BC_914,914,1,1,1,0,0,1,0,0,1,0
Anc127BC_915,915,1,1,1,0,0,1,0,0,1,1
Anc127BC_916,916,1,1,1,0,0,1,0,1,0,0
Anc127BC_917,917,1,1,1,0,0,1,0,1,0,1
Anc127BC_918,918,1,1,1,0,0,1,0,1,1,0
Anc127BC_919,919,1,1,1,0,0,1,0,1,1,1
Anc127BC_920,920,1,1,1,0,0,1,1,0,0,0
Anc127BC_921,921,1,1,1,0,0,1,1,0,0,1
Anc127BC_922,922,1,1,1,0,0,1,1,0,1,0
Anc127BC_923,923,1,1,1,0,0,1,1,0,1,1
Anc127BC_924,924,1,1,1,0,0,1,1,1,0,0
Anc127BC_925,925,1,1,1,0,0,1,1,1,0,1
Anc127BC_926,926,1,1,1,0,0,1,1,1,1,0
Anc127BC_927,927,1,1,1,0,0,1,1,1,1,1
Anc127BC_928,928,1,1,1,0,1,0,0,0,0,0
Anc127BC_929,929,1,1,1,0,1,0,0,0,0,1
Anc127BC_930,930,1,1,1,0,1,0,0,0,1,0
Anc127BC_931,931,1,1,1,0,1,0,0,0,1,1
Anc127BC_932,932,1,1,1,0,1,0,0,1,0,0
Anc127BC_933,933,1,1,1,0,1,0,0,1,0,1
Anc127BC_934,934,1,1,1,0,1,0,0,1,1,0
Anc127BC_935,935,1,1,1,0,1,0,0,1,1,1
Anc127BC_936,936,1,1,1,0,1,0,1,0,0,0
Anc127BC_937,937,1,1,1,0,1,0,1,0,0,1
Anc127BC_938,938,1,1,1,0,1,0,1,0,1,0
Anc127BC_939,939,1,1,1,0,1,0,1,0,1,1
Anc127BC_940,940,1,1,1,0,1,0,1,1,0,0
Anc127BC_941,941,1,1,1,0,1,0,1,1,0,1
Anc127BC_942,942,1,1,1,0,1,0,1,1,1,0
Anc127BC_943,943,1,1,1,0,1,0,1,1,1,1
Anc127BC_944,944,1,1,1,0,1,1,0,0,0,0
Anc127BC_945,945,1,1,1,0,1,1,0,0,0,1
Anc127BC_946,946,1,1,1,0,1,1,0,0,1,0
Anc127BC_947,947,1,1,1,0,1,1,0,0,1,1
Anc127BC_948,948,1,1,1,0,1,1,0,1,0,0
Anc127BC_949,949,1,1,1,0,1,1,0,1,0,1
Anc127BC_950,950,1,1,1,0,1,1,0,1,1,0
Anc127BC_951,951,1,1,1,0,1,1,0,1,1,1
Anc127BC_952,952,1,1,1,0,1,1,1,0,0,0
Anc127BC_953,953,1,1,1,0,1,1,1,0,0,1
Anc127BC_954,954,1,1,1,0,1,1,1,0,1,0
Anc127BC_955,955,1,1,1,0,1,1,1,0,1,1
Anc127BC_956,956,1,1,1,0,1,1,1,1,0,0
Anc127BC_957,957,1,1,1,0,1,1,1,1,0,1
Anc127BC_958,958,1,1,1,0,1,1,1,1,1,0
Anc127BC_959,959,1,1,1,0,1,1,1,1,1,1
Anc127BC_960,960,1,1,1,1,0,0,0,0,0,0
Anc127BC_961,961,1,1,1,1,0,0,0,0,0,1
Anc127BC_962,962,1,1,1,1,0,0,0,0,1,0
Anc127BC_963,963,1,1,1,1,0,0,0,0,1,1
Anc127BC_964,964,1,1,1,1,0,0,0,1,0,0
Anc127BC_965,965,1,1,1,1,0,0,0,1,0,1
Anc127BC_966,966,1,1,1,1,0,0,0,1,1,0
Anc127BC_967,967,1,1,1,1,0,0,0,1,1,1
Anc127BC_968,968,1,1,1,1,0,0,1,0,0,0
Anc127BC_969,969,1,1,1,1,0,0,1,0,0,1
Anc127BC_970,970,1,1,1,1,0,0,1,0,1,0
Anc127BC_971,971,1,1,1,1,0,0,1,0,1,1
Anc127BC_972,972,1,1,1,1,0,0,1,1,0,0
Anc127BC_973,973,1,1,1,1,0,0,1,1,0,1
Anc127BC_974,974,1,1,1,1,0,0,1,1,1,0
Anc127BC_975,975,1,1,1,1,0,0,1,1,1,1
Anc127BC_976,976,1,1,1,1,0,1,0,0,0,0
Anc127BC_977,977,1,1,1,1,0,1,0,0,0,1
Anc127BC_978,978,1,1,1,1,0,1,0,0,1,0
Anc127BC_979,979,1,1,1,1,0,1,0,0,1,1
Anc127BC_980,980,1,1,1,1,0,1,0,1,0,0
Anc127BC_981,981,1,1,1,1,0,1,0,1,0,1
Anc127BC_982,982,1,1,1,1,0,1,0,1,1,0
Anc127BC_983,983,1,1,1,1,0,1,0,1,1,1
Anc127BC_984,984,1,1,1,1,0,1,1,0,0,0
Anc127BC_985,985,1,1,1,1,0,1,1,0,0,1
Anc127BC_986,986,1,1,1,1,0,1,1,0,1,0
Anc127BC_987,987,1,1,1,1,0,1,1,0,1,1
Anc127BC_988,988,1,1,1,1,0,1,1,1,0,0
Anc127BC_989,989,1,1,1,1,0,1,1,1,0,1
Anc127BC_990,990,1,1,1,1,0,1,1,1,1,0
Anc127BC_991,991,1,1,1,1,0,1,1,1,1,1
Anc127BC_992,992,1,1,1,1,1,0,0,0,0,0
Anc127BC_993,993,1,1,1,1,1,0,0,0,0,1
Anc127BC_994,994,1,1,1,1,1,0,0,0,1,0
Anc127BC_995,995,1,1,1,1,1,0,0,0,1,1
Anc127BC_996,996,1,1,1,1,1,0,0,1,0,0
Anc127BC_997,997,1,1,1,1,1,0,0,1,0,1
Anc127BC_998,998,1,1,1,1,1,0,0,1,1,0
Anc127BC_999,999,1,1,1,1,1,0,0,1,1,1
Anc127BC_1000,1000,1,1,1,1,1,0,1,0,0,0
Anc127BC_1001,1001,1,1,1,1,1,0,1,0,0,1
Anc127BC_1002,1002,1,1,1,1,1,0,1,0,1,0
Anc127BC_1003,1003,1,1,1,1,1,0,1,0,1,1
Anc127BC_1004,1004,1,1,1,1,1,0,1,1,0,0
Anc127BC_1005,1005,1,1,1,1,1,0,1,1,0,1
Anc127BC_1006,1006,1,1,1,1,1,0,1,1,1,0
Anc127BC_1007,1007,1,1,1,1,1,0,1,1,1,1
Anc127BC_1008,1008,1,1,1,1,1,1,0,0,0,0
Anc127BC_1009,1009,1,1,1,1,1,1,0,0,0,1
Anc127BC_1010,1010,1,1,1,1,1,1,0,0,1,0
Anc127BC_1011,1011,1,1,1,1,1,1,0,0,1,1
Anc127BC_1012,1012,1,1,1,1,1,1,0,1,0,0
Anc127BC_1013,1013,1,1,1,1,1,1,0,1,0,1
Anc127BC_1014,1014,1,1,1,1,1,1,0,1,1,0
Anc127BC_1015,1015,1,1,1,1,1,1,0,1,1,1
Anc127BC_1016,1016,1,1,1,1,1,1,1,0,0,0
Anc127BC_1017,1017,1,1,1,1,1,1,1,0,0,1
Anc127BC_1018,1018,1,1,1,1,1,1,1,0,1,0
Anc127BC_1019,1019,1,1,1,1,1,1,1,0,1,1
Anc127BC_1020,1020,1,1,1,1,1,1,1,1,0,0
Anc127BC_1021,1021,1,1,1,1,1,1,1,1,0,1
Anc127BC_1022,1022,1,1,1,1,1,1,1,1,1,0
Anc127BC_1023,1023,1,1,1,1,1,1,1,1,1,1
